CATEGORY|DATE|BANK_NAME|ATM_CRM_ONSITE_NOS|ATM_CRM_OFFSITE_NOS|POS_NOS|MICRO_ATM_NOS|BHARAT_QR_CODES_NOS|UPI_QR_CODES_NOS|CREDIT_CARDS_NOS|DEBIT_CARDS_NOS|CREDIT_CARD_POS_TXN_VOLUME_NOS|CREDIT_CARD_POS_TXN_VALUE_AMT|CREDIT_CARD_ECOM_VOLUME_NOS|CREDIT_CARD_ECOM_VALUE_AMT|CREDIT_CARD_OTHERS_VOLUME_NOS|CREDIT_CARD_OTHERS_VALUE_AMT|CASH_WITHDRAWAL_ATM_VOLUME_NOS|CASH_WITHDRAWAL_ATM_VALUE_AMT|DEBIT_CARD_POS_TXN_VOLUME_NOS|DEBIT_CARD_POS_TXN_VALUE_AMT|DEBIT_CARD_ECOM_VOLUME_NOS|DEBIT_CARD_ECOM_VALUE_AMT|DEBIT_CARD_OTHERS_VOLUME_NOS|DEBIT_CARD_OTHERS_VALUE_AMT|CASH_WITHDRAWAL_ATM_VOLUME_NOS.1|CASH_WITHDRAWAL_ATM_VALUE_AMT.1|CASH_WITHDRAWAL_POS_VOLUME_NOS|CASH_WITHDRAWAL_POS_VALUE_AMT
Public Sector Banks|2024-02-29|BANK OF BARODA|8397|2634|36789|45438|11846|1767735|2383405|94658170|2168970|8058474.44374|2235364|14594203.81135|0|0.0|16216|76706.1|4056779|9090283.919000002|703582|3031867.82042|8|19.6|24544489|120198063.258|415|421.282
Public Sector Banks|2024-02-29|BANK OF INDIA|5329|2899|43330|17963|0|1040708|75310|46297797|140607|545614.12649|61672|290450.74612|0|0.0|9774|60171.07823|2715975|5631171.49964|736608|1112846.77767|0|0.0|15600972|64563493.999|2517|2517.405
Public Sector Banks|2024-02-29|BANK OF MAHARASHTRA|2006|160|1483|1850|355014|897433|32985|13523696|47113|200590.53596|19833|118789.85194|0|0.0|879|4030.90488|1296275|2191614.42749|346058|632011.26093|6426|70669.82978|5891868|25817715.36639|0|0.0
Public Sector Banks|2024-02-29|CANARA BANK|8170|3969|75006|13427|1|2173122|855216|57563848|966264|3593253.8987|414339|2246000.0943|0|0.0|90759|503232.8|6296413|15922780.41238|1181941|3687156.4521|3701|55662.41|31145505|148855449.588|591|471.545
Public Sector Banks|2024-02-29|CENTRAL BANK OF INDIA|2857|1144|2917|2453|12514|1268096|0|29024107|0|0.0|0|0.0|0|0.0|0|0.0|1628949|3840365.6690000007|276999|980038.122|0|0.0|8824544|41450403.228|4035|4095.266
Public Sector Banks|2024-02-29|INDIAN BANK|4320|597|21523|11212|0|3096389|218582|32243209|171406|732640.3121399999|106574|841229.4266|0|0.0|4963|36482.338|3383423|7509286.47092|1062007|2006775.421|3293|55120.11141|19946716|94032731.1325|12504|12443.0
Public Sector Banks|2024-02-29|INDIAN OVERSEAS BANK|2774|731|0|0|0|358596|82641|18166090|68094|194030.19878|18890|72430.83174|0|0.0|2537|11970.90591|2367007|5073092.24785|565920|1172385.78489|0|0.0|11765916|49910929.6589|0|0.0
Public Sector Banks|2024-02-29|PUNJAB AND SIND BANK|994|26|641|547|788|119394|0|4013638|0|0.0|0|0.0|0|0.0|0|0.0|338032|840521.86616|166383|457079.53829|0|0.0|1465674|7080792.2|0|0.0
Public Sector Banks|2024-02-29|PUNJAB NATIONAL BANK|7797|4347|37279|11265|665133|585392|531098|39776588|376221|1499880.26137|229965|1315019.3229200002|5|366.67224|9698|27087.4|4681151|11862216.74679|1696214|4079745.26124|0|0.0|26134628|133766431.04306|0|0.0
Public Sector Banks|2024-02-29|STATE BANK OF INDIA|24990|39157|1315085|53283|872513|3886071|18751636|227875320|24732876|88619795.814|26600794|143858130.426|0|0.0|124449|503676.758|34110324|79323332.03820999|8303282|21105839.71508|1153|17133.37414|161707942|836342542.3908|20513|18706.54814
Public Sector Banks|2024-02-29|UCO BANK|2247|228|10964|3568|583|1017274|0|12924103|0|0.0|0|0.0|0|0.0|0|0.0|1246814|2966650.4617|331229|739504.21459|832|15764.63291|6544659|30628846.12624|622|612.839
Public Sector Banks|2024-02-29|UNION BANK OF INDIA|7696|1995|39105|8002|248019|281932|798551|54243842|724835|3097925.35753|1263798|3063746.0017|0|0.0|21806|113493.281|5402194|11700591.939|2749498|5626357.973|2688|10546.424|45510090|138047160.006|6329|5647.923
Private Sector Banks|2024-02-29|AXIS BANK LTD|6198|9783|1705374|714|738434|77172174|13909552|34214339|27282139|73744104.29349004|22312843|101536576.29082005|0|0.0|76915|353088.184|5660586|16809004.217000008|2611227|13579314.786370007|14154|374884.6495600004|18915898|121265330.31341|0|0.0
Private Sector Banks|2024-02-29|BANDHAN BANK LTD|433|5|55463|0|0|0|0|5494802|0|0.0|0|0.0|0|0.0|0|0.0|276959|858301.8865899999|105477|333177.49939999904|0|0.0|2250970|12574959.388|1438|1425.1
Private Sector Banks|2024-02-29|CITY UNION BANK LTD.|1136|538|6815|62343|0|61546|28379|2753435|51084|209617.4607000103|24584|204376.6716099979|0|0.0|334|1739.5|413465|1029801.54733|53460|115058.3459|0|0.0|2524339|13882729.38208|0|0.0
Private Sector Banks|2024-02-29|CSB BANK LTD.|641|50|0|0|10752|0|75992|865073|121902|534024.06473|110075|1065398.0388|0|0.0|0|0.0|166857|328349.51042|15458|50280.97033|2|3.0|437186|2139247.1|4|3.2
Private Sector Banks|2024-02-29|DCB BANK LTD|412|5|8086|0|12044|0|0|837546|0|0.0|0|0.0|0|0.0|0|0.0|79044|232519.72131|38682|133943.48672|238|7279.079|426853|1474739.94354|0|0.0
Private Sector Banks|2024-02-29|DHANALAKSHMI BANK LTD|239|41|1540|0|0|32481|11333|540673|22259|49645.2224|6466|24687.16059|0|0.0|221|643.05|161554|304209.25842|8381|19001.045919999997|0|0.0|447355|1961249.0297|0|0.0
Private Sector Banks|2024-02-29|FEDERAL BANK LTD|1652|333|20045|945|4597|4967283|949912|13506777|1680811|5369402.764|1769780|9641266.85333|0|0.0|4407|20982.99303|3262685|7124914.034|1337927|4817382.681|2726|36625.05|8191274|41063696.163|118|110.608
Private Sector Banks|2024-02-29|HDFC BANK LTD|11474|9286|1591904|4639|2086877|0|20404625|54029646|49679667|145892826.26037|30224748|256992243.30531|0|0.0|190669|1169585.75986|12221885|39579329.57494|9224240|32011133.79399|78685|1190984.50829|36547748|234773830.074|4017|4038.93667
Private Sector Banks|2024-02-29|ICICI BANK LTD|9926|7183|1656366|9942|584119|3439563|16846344|32321045|17858646|78293881.21693043|39982807|190136392.3953502|66|4185.229|59299|274033.0|7787943|25877893.07747002|3227545|18774661.269209947|9050|191197.471|17447126|121840224.463|2|0.777
Private Sector Banks|2024-02-29|IDBI BANK LTD|2309|1000|17918|123|10744|301487|35511|11730776|63506|230197.688|51774|186014.955|0|0.0|404|2260.9|1424433|3218737.82479009|274454|787778.540990008|0|0.0|5612262|28187159.5665|94|88.64501
Private Sector Banks|2024-02-29|IDFC FIRST BANK LTD|851|311|44776|10325|0|38079|2436772|6839455|5389969|12558769.452|2067968|13260869.464|0|0.0|26785|115211.95|716273|1986835.22544|266116|1880833.17667|0|0.0|4053302|20132126.852|0|0.0
Private Sector Banks|2024-02-29|INDUSIND BANK LTD|1805|1159|220171|146|59363|5687512|2847599|10670305|3707926|21704650.082|3883605|55878484.951|0|0.0|24322|126962.244|867904|2349638.636|682079|3074088.208|1014|68673.46081|4431082|28076080.133519|0|0.0
Private Sector Banks|2024-02-29|JAMMU AND KASHMIR BANK LTD|939|626|14354|942|0|399930|117340|4251582|189794|1452923.895|104536|421348.805|0|0.0|9572|39403.2138|1469292|2756088.085|947091|713697.21|0|0.0|5539967|27937972.534|0|0.0
Private Sector Banks|2024-02-29|KARNATAKA BANK LTD|914|580|10089|0|0|76920|0|5221403|0|0.0|0|0.0|0|0.0|0|0.0|851555|1694407.2290800002|84978|218865.63134|0|0.0|3856041|18521911.69|0|0.0
Private Sector Banks|2024-02-29|KARUR VYSYA BANK LTD|1454|800|8831|0|0|34144|10415|4739291|25783|172562.88964999883|10263|132634.15791|0|0.0|808|6146.6|1077554|2683092.2722499995|204324|660151.5826399998|0|0.0|4307497|21025632.77913|0|0.0
Private Sector Banks|2024-02-29|KOTAK MAHINDRA BANK LTD|1759|1507|77238|4427|112308|524537|6042418|33603903|9660552|24324576.8231|4559675|36731054.917830005|0|0.0|40889|183679.95125|2467811|5642061.95|1983314|5572628.965|0|0.0|12896479|53724168.34376999|0|0.0
Private Sector Banks|2024-02-29|NAINITAL BANK LTD|0|0|0|0|0|0|0|247406|0|0.0|0|0.0|0|0.0|0|0.0|15780|30707.675629999994|5387|17199.709040000005|0|0.0|72873|347657.843|8|4.8
Private Sector Banks|2024-02-29|RBL BANK LTD|360|36|848765|0|3429|120584|5161788|1469217|6708256|33299274.59802|3272736|36781308.65953|0|0.0|40983|154938.06115|207230|496224.8526799997|105743|722677.6082299966|97|3631.33531|952774|4213990.707|0|0.0
Private Sector Banks|2024-02-29|SOUTH INDIAN BANK|905|417|16427|0|6866|91317|400776|3787113|738602|2624710.162|754052|5354627.635|0|0.0|0|0.0|1129008|2529007.30932|184655|791648.58374|0|0.0|2898499|14049808.91774|0|0.0
Private Sector Banks|2024-02-29|TAMILNAD MERCANTILE BANK LTD|496|661|1951|0|0|129945|31966|2281094|39454|177566.81631|16977|112853.20218|0|0.0|2287|8602.4|321311|855851.043|46229|101849.216|103|326.066|4740501|20428542.7|0|0.0
Private Sector Banks|2024-02-29|YES BANK LTD|1119|168|74841|89795|284291|183061973|1982392|5292759|4226388|10752304.7808|1065155|12742296.84834|0|0.0|16642|79523.62|671204|1646865.8107799892|178269|825527.9406799988|43|1004.052|2548231|12709600.231|7|5.1
Foreign Banks|2024-02-29|AMERICAN EXPRESS BANKING CORPORATION|0|0|50009|0|0|0|1346343|0|1238416|10250479.611|3426516|32017803.015|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-02-29|BANK OF AMERICA|0|0|0|0|0|0|0|0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-02-29|BANK OF BAHRAIN & KUWAIT B.S.C.|2|0|0|0|0|0|0|109|0|0.0|0|0.0|0|0.0|0|0.0|1212|5454.5755|148|5691.699519999999|0|0.0|1459|7648.51|0|0.0
Foreign Banks|2024-02-29|BARCLAYS BANK PLC|0|0|0|0|1|0|0|789|0|0.0|0|0.0|0|0.0|0|0.0|20|311.44991|6|78.80678|0|0.0|353|3216.5|0|0.0
Foreign Banks|2024-02-29|CITI BANK|0|0|0|0|0|0|191852|0|143415|906267.5814799932|244975|2643828.335009692|0|0.0|672|5088.5|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-02-29|DBS INDIA BANK LTD|434|473|560|90|0|5553|518113|2004243|436368|2092559.40278|224021|1838132.903539945|0|0.0|3459|10255.9|239332|535241.0767|90225|241086.22448|0|0.0|852659|4468377.32418|0|0.0
Foreign Banks|2024-02-29|DEUTSCHE BANK LTD|13|2|0|0|0|4|0|117676|0|0.0|0|0.0|0|0.0|0|0.0|28858|89127.79296000018|13448|49323.727210000034|0|0.0|32091|191839.138|0|0.0
Foreign Banks|2024-02-29|DOHA BANK Q.P.S.C.|2|0|0|0|0|0|0|21205|0|0.0|0|0.0|0|0.0|0|0.0|921|3092.33863|170|341.57049|0|0.0|2045|11794.08|0|0.0
Foreign Banks|2024-02-29|HSBC LTD|46|28|0|0|0|0|647283|719988|742464|2590559.6766996663|1121716|5800045.773639384|0|0.0|1743|12623.56763|231671|933981.822341|0|0.0|0|0.0|223510|1317957.77682|0|0.0
Foreign Banks|2024-02-29|KEB HANA BANK|1|0|0|0|0|0|0|1415|0|0.0|0|0.0|0|0.0|0|0.0|1769|6519.61|227|623.869|0|0.0|472|2288.2|0|0.0
Foreign Banks|2024-02-29|KOOKMIN BANK|1|0|0|0|0|0|0|366|0|0.0|0|0.0|0|0.0|0|0.0|611|2826.06635|121|582.1684300000001|0|0.0|178|1240.5|0|0.0
Foreign Banks|2024-02-29|SBM BANK INDIA LTD|0|0|0|1892|0|0|941637|759875|278687|365923.41678|493705|749966.19963|0|0.0|1944|6983.15576|9005|23469.557|11049|32436.849|0|0.0|152013|228666.313|0|0.0
Foreign Banks|2024-02-29|STANDARD CHARTERED BANK LTD|101|65|0|0|0|0|1016068|1096768|1204860|4089442.923349298|1299579|6160301.618490655|0|0.0|2470|15827.012399999798|414235|1178470.3549999988|168972|544148.2703699999|19|451.6|694804|3509068.1903700023|0|0.0
Foreign Banks|2024-02-29|WOORI BANK|0|0|0|0|0|0|0|1114|0|0.0|0|0.0|0|0.0|0|0.0|2604|8665.92567|940|2736.29419|0|0.0|801|5625.7|0|0.0
Payment Banks|2024-02-29|AIRTEL PAYMENTS BANK|0|0|0|119785|0|3271200|0|1411114|0|0.0|0|0.0|0|0.0|0|0.0|10090|15740.700309999998|174192|279084.23225|0|0.0|117418|522774.27917|0|0.0
Payment Banks|2024-02-29|FINO PAYMENTS BANK|0|0|0|408957|0|13363|0|8872722|0|0.0|0|0.0|0|0.0|0|0.0|147069|328733.85858|8400|10554.67558|0|0.0|2054494|6877423.057|96|62.905
Payment Banks|2024-02-29|INDIA POST PAYMENTS BANK|0|0|0|354386|0|929097|0|14802888|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|251639|92415.78021|0|0.0|0|0.0|0|0.0
Payment Banks|2024-02-29|JIO PAYMENTS BANK|0|0|0|0|0|1223|0|36|0|0.0|0|0.0|0|0.0|0|0.0|1|0.22|7|3.639|0|0.0|4|5.0|0|0.0
Payment Banks|2024-02-29|NSDL PAYMENTS BANK|0|0|0|456288|0|0|0|800527|0|0.0|0|0.0|0|0.0|0|0.0|2372|2601.28416|31637|25493.42765|0|0.0|44141|120684.8|0|0.0
Payment Banks|2024-02-29|PAYTM PAYMENTS BANK|1|8|731192|0|0|38002081|0|32326389|0|0.0|0|0.0|0|0.0|0|0.0|138711|200359.27404|349431|706358.2611|0|0.0|777952|3476895.3|0|0.0
Small Finance Banks|2024-02-29|AU SMALL FINANCE BANK LTD|502|3|0|397|0|1140849|915908|2971296|962667|6084244.1894|1412685|10929042.30243|1333|1259.578|5150|29023.8|186091|503727.69488999655|263295|933206.6498700412|248|4173.199|1095164|7530519.75|14|14.701
Small Finance Banks|2024-02-29|CAPITAL SMALL FINANCE BANK LTD|175|2|0|0|0|0|0|256465|0|0.0|0|0.0|0|0.0|0|0.0|26473|87732.66487999991|4376|18394.97277999999|0|0.0|109843|631028.1|0|0.0
Small Finance Banks|2024-02-29|EQUITAS SMALL FINANCE BANK LTD|361|4|26337|317|69398|0|0|1953671|0|0.0|0|0.0|0|0.0|0|0.0|140925|306529.17366|42427|152375.44711|0|0.0|2881880|8600973.883|0|0.0
Small Finance Banks|2024-02-29|ESAF SMALL FINANCE BANK LTD|607|2|0|4360|0|0|0|5602506|0|0.0|0|0.0|0|0.0|0|0.0|178225|294036.86164|13202|35777.17852|0|0.0|1038452|5289991.966|18|13.7
Small Finance Banks|2024-02-29|FINCARE SMALL FINANCE BANK LTD|171|0|0|436|0|69695|0|5518393|0|0.0|0|0.0|0|0.0|0|0.0|36124|53030.02827|6897|20260.17028|0|0.0|858947|4385908.201|0|0.0
Small Finance Banks|2024-02-29|JANA SMALL FINANCE BANK LTD|59|2|0|156|0|497940|0|3187536|0|0.0|0|0.0|0|0.0|0|0.0|43370|85852.32243|7513|19349.74832|0|0.0|414575|2163706.05137|0|0.0
Small Finance Banks|2024-02-29|NORTH EAST SMALL FINANCE BANK LTD|18|1|0|0|0|0|0|425872|0|0.0|0|0.0|0|0.0|0|0.0|5587|7068.29329|0|0.0|0|0.0|47148|217361.9|0|0.0
Small Finance Banks|2024-02-29|SHIVALIK SMALL FINANCE BANK LTD|25|0|0|0|0|0|0|81802|0|0.0|0|0.0|0|0.0|0|0.0|4180|10664.23908|3291|11472.99925|0|0.0|33271|189844.3|0|0.0
Small Finance Banks|2024-02-29|SURYODAY SMALL FINANCE BANK LTD|0|0|0|67|0|0|0|754402|0|0.0|0|0.0|0|0.0|0|0.0|37453|41902.27218|624|1716.1237599999995|0|0.0|388687|418466.327|0|0.0
Small Finance Banks|2024-02-29|UJJIVAN SMALL FINANCE BANK LTD|588|4|0|0|0|580997|0|10118921|0|0.0|0|0.0|0|0.0|0|0.0|204593|397507.72105|69836|191954.17836|0|0.0|3583863|15469548.3|57|57.6
Small Finance Banks|2024-02-29|UNITY SMALL FINANCE BANK LTD|231|0|28|0|0|0|0|36|0|0.0|0|0.0|0|0.0|0|0.0|2|0.564|1|0.05|0|0.0|23|11.9|0|0.0
Small Finance Banks|2024-02-29|UTKARSH SMALL FINANCE BANK LTD|313|7|0|607|0|36641|424|1854652|184|2065.34018|352|1551.65189|0|0.0|0|0.0|30849|72426.73261|10098|27440.45577999963|27|329.97|329321|1421284.88269|0|0.0
Public Sector Banks|2024-03-31|BANK OF BARODA|8417|2634|38294|45710|11647|1847377|2520187|95411796|2413918|9060437.68968|2392609|15524330.087|0|0.0|19170|92330.6|4211490|9466275.546380002|650518|3181908.714589999|21|52.5|26474545|130795683.625|409|394.174
Public Sector Banks|2024-03-31|BANK OF INDIA|5329|2900|43791|18933|0|1092195|75579|45315703|141921|542263.42123|63885|314411.67722|0|0.0|9739|59590.01381|2851602|5858325.43253|864612|1435375.12497|0|0.0|16833661|70581900.883|2153|2164.443
Public Sector Banks|2024-03-31|BANK OF MAHARASHTRA|1865|36|1453|1848|355014|961658|32971|13586801|47623|207127.72566|19080|116306.56986000002|0|0.0|925|4568.856529999999|1385924|2371668.60696|355056|655577.35785|6415|72235.39364|6332908|28150462.39409|0|0.0
Public Sector Banks|2024-03-31|CANARA BANK|8198|3958|78248|13167|0|2254359|864237|57385960|1046567|3806983.230110001|455632|2497213.12523|0|0.0|98056|539241.7|6716889|16910947.44023|1219161|4352040.148689999|4479|73403.631|34638435|165926171.946|585|491.365
Public Sector Banks|2024-03-31|CENTRAL BANK OF INDIA|2857|1144|3034|2453|17746|1289141|0|29265688|0|0.0|0|0.0|0|0.0|0|0.0|1711646|4045174.106|288255|999890.008|0|0.0|9555215|45426997.515|4351|4849.939
Public Sector Banks|2024-03-31|INDIAN BANK|4336|601|21580|11297|0|2618016|222325|32269734|212907|1067159.3997|130665|1118988.5987|0|0.0|5202|36742.524|3602267|7934180.899639999|902701|1830710.117|3565|58873.86519|21585493|101754559.98976|10153|10090.45
Public Sector Banks|2024-03-31|INDIAN OVERSEAS BANK|2774|731|0|0|0|366474|83346|18163069|72878|206804.06947|17179|64444.76333|0|0.0|2484|12353.37266|2596015|5518517.16567|506152|1103112.6383399998|0|0.0|12741764|53898891.95336|0|0.0
Public Sector Banks|2024-03-31|PUNJAB AND SIND BANK|1009|26|673|751|820|121714|0|3919246|0|0.0|0|0.0|0|0.0|0|0.0|354404|850409.76527|166776|408535.28190000006|0|0.0|1572672|7528993.6|0|0.0
Public Sector Banks|2024-03-31|PUNJAB NATIONAL BANK|7794|4337|37664|11265|668301|587891|523489|40080990|401395|1596905.2296000002|248009|1450373.64521|2|180.0|10353|29930.2|5091808|12688680.65612|1806600|4218684.25952|0|0.0|28996422|148356463.02032|0|0.0
Public Sector Banks|2024-03-31|STATE BANK OF INDIA|24513|39067|1366851|51722|885613|3985919|18889005|228683311|27197823|100129693.46496004|30239913|149519484.07195002|0|0.0|140526|584020.42061|35618808|82596313.36097999|8566644|22396351.1252|1202|18391.26201|172320753|889019426.6631999|22637|21493.13815
Public Sector Banks|2024-03-31|UCO BANK|2249|228|10993|3568|524|1054551|0|12911872|0|0.0|0|0.0|0|0.0|0|0.0|1066646|2534721.53861|596852|1285736.38826|768|13850.57008|7052685|32960163.088|694|711.1267
Public Sector Banks|2024-03-31|UNION BANK OF INDIA|7692|1999|39221|8006|256893|282241|805836|54364252|680170|2888626.369|1276275|2936469.073|0|0.0|19546|98682.65|5624251|12230089.189|2870117|6036376.864|2842|11402.047|48309877|148684435.382|6292|5591.404
Private Sector Banks|2024-03-31|AXIS BANK LTD|6244|9760|1760488|714|760738|80205005|14211482|34648678|29136860|74186965.93677|22974399|115226753.06462996|0|0.0|83497|389414.774|5934099|17553453.241600066|2742714|16254044.691990023|15025|401503.28504000034|20329583|131400142.22491|0|0.0
Private Sector Banks|2024-03-31|BANDHAN BANK LTD|433|5|57444|0|0|0|21|5590073|66|78.83273000000001|74|44.50003|0|0.0|8|22.3|290490|907486.60296|112570|419419.1369|0|0.0|2428069|13832656.299|945|941.5
Private Sector Banks|2024-03-31|CITY UNION BANK LTD.|1140|537|7306|65842|0|68912|27876|2762488|55765|224322.7736700096|25994|250501.23187999672|0|0.0|329|1441.6|425885|1108292.48434|42792|122944.20534|0|0.0|2682770|14724194.6047|0|0.0
Private Sector Banks|2024-03-31|CSB BANK LTD.|683|48|0|0|11376|0|83114|870605|149529|624407.0647999999|126494|1177667.515|0|0.0|0|0.0|172894|362638.49265|15595|53627.15367|10|22.584|469092|2334378.5|2|0.8
Private Sector Banks|2024-03-31|DCB BANK LTD|413|5|8083|0|12706|0|0|860723|0|0.0|0|0.0|0|0.0|0|0.0|83288|244943.81755|40069|153763.45538|270|9095.498|482964|1653903.9726399998|0|0.0
Private Sector Banks|2024-03-31|DHANALAKSHMI BANK LTD|239|41|1540|0|0|32780|11424|542549|24036|55020.33711|6879|29156.23487|0|0.0|251|856.85|172622|321720.38229000004|8490|21671.83753|0|0.0|484902|2133076.87887|0|0.0
Private Sector Banks|2024-03-31|FEDERAL BANK LTD|1678|335|19594|947|3452|5086731|967758|13573682|1838733|6130867.171|1888611|10874625.585|0|0.0|4532|21739.430170000003|3296784|7432071.265|1441391|5702597.82|2981|41287.898|8669999|44110977.214|47|43.3
Private Sector Banks|2024-03-31|HDFC BANK LTD|11649|9289|1561720|4664|2137338|687297|20590921|54675099|55393038|158407367.72709003|33209609|279005622.04381007|0|0.0|211266|1309382.61115|12888459|41801389.72087|9575990|36469382.70567001|80784|1273507.76634|39592774|258117874.523|2804|2839.12024
Private Sector Banks|2024-03-31|ICICI BANK LTD|9994|7189|1691273|10005|588104|3473058|16954660|32311395|19956158|91470386.09453014|44578330|215860768.0653717|45|2988.25|73534|351160.5|8324205|27562166.957940385|3502964|23796537.92582996|9680|209014.588|18745975|132751615.203|4|1.678
Private Sector Banks|2024-03-31|IDBI BANK LTD|2317|986|13608|60|11061|303535|35872|11818013|65188|231811.41727|55800|208915.87495|0|0.0|458|2608.0|1469985|3366159.685349996|279210|846035.9427499953|0|0.0|6020356|30686691.1955|79|76.226
Private Sector Banks|2024-03-31|IDFC FIRST BANK LTD|853|311|45641|9656|0|38079|2572191|6417230|6411393|14773090.527|2273687|15164946.658|0|0.0|29730|130186.4|757197|2109631.1452|290511|2466810.9938000003|0|0.0|4353394|21988523.624|0|0.0
Private Sector Banks|2024-03-31|INDUSIND BANK LTD|1820|1136|222295|146|59403|5797166|2893286|10761578|4013354|24255989.673|4453264|56508955.671|0|0.0|28553|150134.372|904278|2391880.739|676536|3473556.05|944|65424.31199|4457919|28828321.047469|0|0.0
Private Sector Banks|2024-03-31|JAMMU AND KASHMIR BANK LTD|943|626|14304|942|0|414612|117580|4306863|187482|1570956.40874|105532|423760.50011|0|0.0|10141|40717.22929|1582874|2687348.074|859784|661226.77629|0|0.0|5908559|29828709.287|0|0.0
Private Sector Banks|2024-03-31|KARNATAKA BANK LTD|916|579|10083|0|0|79760|0|5249123|0|0.0|0|0.0|0|0.0|0|0.0|909416|1836693.56116|81940|224809.49798|0|0.0|4152518|20038758.586|0|0.0
Private Sector Banks|2024-03-31|KARUR VYSYA BANK LTD|1463|799|8846|0|0|35599|10229|4784642|27983|185029.8092799986|10999|151499.10323|0|0.0|847|6453.3|1152708|2869675.32809|182281|695626.3034999998|0|0.0|4611752|22483637.34832|0|0.0
Private Sector Banks|2024-03-31|KOTAK MAHINDRA BANK LTD|1766|1525|78429|4435|115273|529249|5954361|34269936|12086188|28896500.25646|5018068|44118474.78509|0|0.0|48751|217465.9346|2582118|5910464.659|2243560|6680270.82|0|0.0|14150680|61076644.13681004|0|0.0
Private Sector Banks|2024-03-31|NAINITAL BANK LTD|0|0|0|0|0|0|0|251780|0|0.0|0|0.0|0|0.0|0|0.0|17928|33853.74659999999|5978|17118.77855|0|0.0|82121|396265.925|20|12.1
Private Sector Banks|2024-03-31|RBL BANK LTD|359|36|863590|0|3429|122682|5189180|1485100|7278853|38692362.35808|3467722|40310133.87555|0|0.0|47097|186380.98991|199007|496688.35567000107|109065|806176.5164999921|105|8446.706|749141|3645840.647|0|0.0
Private Sector Banks|2024-03-31|SOUTH INDIAN BANK|909|412|17787|0|15802|92888|405166|3658353|805154|2963217.36956|797108|5893167.84867|0|0.0|0|0.0|1143553|2669475.4826200004|191866|889631.54126|0|0.0|3094164|15353273.69587|0|0.0
Private Sector Banks|2024-03-31|TAMILNAD MERCANTILE BANK LTD|498|660|1935|0|0|134212|31797|2259736|44789|196533.93192|17104|117284.09955|0|0.0|2414|9877.1|357803|951666.84284|40240|128606.34554|84|275.391|5058540|21811906.3|0|0.0
Private Sector Banks|2024-03-31|YES BANK LTD|1121|167|75703|92316|290182|187762946|2067536|4829134|4915853|12649774.32199|1130413|14491621.01507|0|0.0|18726|92122.6|700196|1736564.8874899778|198867|974686.572599987|33|648.197|2678634|13726793.715|0|0.0
Foreign Banks|2024-03-31|AMERICAN EXPRESS BANKING CORPORATION|0|0|50090|0|0|0|1348225|0|1324292|10860398.448|3712547|35615444.776|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-03-31|BANK OF AMERICA|0|0|0|0|0|0|0|0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-03-31|BANK OF BAHRAIN & KUWAIT B.S.C.|2|0|0|0|0|0|0|173|0|0.0|0|0.0|0|0.0|0|0.0|1277|3830.16339|115|3387.73546|0|0.0|1512|8216.7|0|0.0
Foreign Banks|2024-03-31|BARCLAYS BANK PLC|0|0|0|0|1|0|0|788|0|0.0|0|0.0|0|0.0|0|0.0|16|221.61166|5|43.29574|0|0.0|393|3562.54584|0|0.0
Foreign Banks|2024-03-31|CITI BANK|0|0|0|0|0|0|198348|0|139349|877743.1062199922|249717|3043483.9250497576|0|0.0|751|5754.6|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-03-31|DBS INDIA BANK LTD|436|472|610|93|0|5960|533372|2014033|475583|2365222.82383|236674|2018474.149259973|0|0.0|3854|11570.0|251688|565569.34556|105874|293099.07791000005|0|0.0|890448|4655166.286|0|0.0
Foreign Banks|2024-03-31|DEUTSCHE BANK LTD|13|2|0|0|0|3|0|118573|0|0.0|0|0.0|0|0.0|0|0.0|32517|105347.28225999988|14275|62719.44902999986|0|0.0|35626|214252.016|0|0.0
Foreign Banks|2024-03-31|DOHA BANK Q.P.S.C.|2|0|0|0|0|0|0|21345|0|0.0|0|0.0|0|0.0|0|0.0|583|1610.37494|164|329.45966|0|0.0|1937|11042.9|0|0.0
Foreign Banks|2024-03-31|HSBC LTD|46|28|0|0|0|0|660477|726282|829597|2947698.715169614|1236915|6500839.438529164|0|0.0|1904|13858.915860000005|264908|1132839.04439|0|0.0|0|0.0|255623|1542410.41798|0|0.0
Foreign Banks|2024-03-31|KEB HANA BANK|1|0|0|0|0|0|0|1440|0|0.0|0|0.0|0|0.0|0|0.0|2229|7703.834|252|622.934|0|0.0|411|2787.7|0|0.0
